,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_neutral or dissatisfied,satisfaction_satisfied
616,41,3396,3,3,2,3,4,5,5,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
621,24,1042,3,3,3,4,1,3,1,1,3,5,3,2,4,1,0,0.0,1,0,0,1,1,0,0,1,0,1,0
622,32,157,3,3,3,3,2,3,2,2,5,2,4,3,4,2,0,0.0,0,1,0,1,1,0,1,0,0,1,0
623,47,3349,3,3,5,3,5,5,4,4,4,4,4,5,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
627,53,1741,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
629,20,386,5,0,5,3,4,5,2,4,3,5,5,3,5,4,0,0.0,1,0,0,1,1,0,1,0,0,0,1
630,43,2585,1,1,1,1,5,5,5,5,4,4,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
632,43,2835,4,3,4,4,5,5,5,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
635,61,2402,4,4,4,4,4,4,4,4,4,4,4,3,4,2,0,0.0,1,0,1,0,1,0,1,0,0,1,0
637,41,369,4,4,4,3,3,4,3,3,2,5,5,5,1,3,0,0.0,1,0,0,1,1,0,1,0,0,0,1
641,46,762,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
642,28,1620,3,3,3,3,5,5,5,5,5,4,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
644,27,1744,3,1,1,1,3,3,3,3,2,2,2,3,3,3,0,0.0,1,0,1,0,1,0,0,1,0,1,0
645,43,109,4,3,4,3,2,4,3,3,3,4,5,4,3,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
646,34,2457,2,4,2,4,2,1,2,4,2,4,4,2,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
652,53,2248,3,3,3,3,2,5,5,3,3,3,3,4,3,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
654,48,290,2,5,2,1,5,2,5,5,4,3,4,4,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
656,40,666,4,4,4,4,2,4,2,2,5,3,4,5,4,2,0,0.0,1,0,0,1,1,0,1,0,0,0,1
658,22,748,4,4,4,3,3,4,3,3,2,5,3,4,1,3,0,0.0,0,1,0,1,1,0,0,1,0,0,1
661,33,1598,1,5,4,4,1,2,1,1,3,1,3,3,4,1,0,0.0,1,0,1,0,1,0,0,0,1,1,0
664,24,411,5,3,5,3,2,5,2,2,5,5,5,4,4,2,0,0.0,1,0,0,1,1,0,1,0,0,0,1
666,47,427,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
668,39,1582,3,3,2,3,2,5,4,2,2,2,2,3,2,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
669,35,2392,2,3,5,3,5,3,3,2,2,2,2,4,2,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
672,50,993,2,2,2,2,3,4,4,4,4,4,4,5,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
675,60,1797,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
678,26,2475,3,3,3,1,4,3,1,4,3,4,5,4,5,4,0,0.0,1,0,0,1,1,0,1,0,0,1,0
683,50,3610,4,4,4,4,5,5,5,5,5,5,5,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
687,17,991,2,3,3,4,5,3,5,5,3,5,3,2,3,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
690,34,455,4,1,1,1,4,4,4,4,3,3,1,2,3,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
692,42,3381,2,3,2,2,5,4,4,5,5,5,5,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
693,53,972,3,4,3,2,2,3,2,2,3,3,4,3,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
700,19,501,3,3,3,4,3,3,3,3,4,5,4,4,4,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
701,25,541,2,5,1,3,4,1,3,4,4,5,5,4,4,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
710,69,173,1,3,3,3,1,2,2,3,3,3,1,4,3,1,0,0.0,0,1,1,0,1,0,1,0,0,1,0
718,23,101,4,4,4,4,5,4,5,5,3,2,4,4,5,5,0,0.0,1,0,1,0,0,1,0,0,1,1,0
719,46,650,1,5,5,5,2,4,3,2,2,1,2,3,2,1,0,0.0,1,0,1,0,1,0,0,1,0,1,0
720,50,416,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
722,35,1005,4,1,2,2,4,4,4,4,3,2,4,4,5,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
726,68,1635,1,5,1,1,3,4,5,2,2,1,5,3,2,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
727,29,868,2,2,2,4,3,2,3,3,3,4,3,2,3,3,0,0.0,1,0,0,1,1,0,0,0,1,1,0
728,57,370,3,3,3,3,3,4,4,5,5,5,5,3,5,2,0,0.0,0,1,1,0,1,0,1,0,0,0,1
730,55,110,3,1,1,1,3,3,3,3,2,3,4,2,3,3,0,0.0,0,1,1,0,1,0,0,0,1,1,0
732,7,1154,3,4,3,2,3,3,3,3,5,2,5,3,5,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
734,62,581,2,4,2,1,2,2,2,2,5,2,4,4,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
735,33,1197,3,4,3,5,4,3,3,4,5,3,4,4,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
738,41,493,3,3,3,3,3,3,3,3,3,4,4,4,2,3,0,0.0,0,1,1,0,1,0,0,1,0,0,1
743,50,1937,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
745,39,294,1,5,1,3,1,1,1,1,3,2,5,4,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
748,49,74,1,1,1,1,2,4,4,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
749,56,3538,3,3,3,3,3,5,5,5,5,5,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
755,41,3247,5,5,5,5,2,5,5,4,4,4,4,3,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
758,50,860,2,5,5,5,5,4,3,2,2,2,2,2,2,4,0,0.0,1,0,1,0,1,0,1,0,0,1,0
762,59,1379,3,5,5,5,2,3,3,3,3,3,3,4,3,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0
763,24,303,0,4,0,2,3,0,3,3,2,2,2,4,4,3,0,0.0,1,0,0,1,1,0,0,1,0,0,1
766,37,223,3,5,0,2,4,0,4,4,3,5,5,3,5,4,0,0.0,0,1,1,0,0,1,0,0,1,1,0
767,49,569,2,2,2,2,2,5,4,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
768,62,2475,3,2,2,3,1,2,1,1,3,2,3,3,2,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
775,50,2731,4,4,4,4,3,4,5,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
776,39,2040,3,3,3,3,3,4,5,5,5,5,5,5,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
782,42,160,2,2,5,2,3,4,5,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
783,61,588,1,2,1,3,1,3,3,5,5,1,2,3,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
784,40,937,2,2,2,2,4,3,2,2,2,2,2,3,2,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
785,55,3275,2,1,3,1,3,3,4,2,2,2,2,4,2,2,0,0.0,1,0,1,0,1,0,1,0,0,1,0
787,26,678,1,1,1,1,4,1,4,4,5,5,5,4,4,4,0,0.0,0,1,0,1,1,0,1,0,0,1,0
789,24,605,2,4,2,4,2,2,5,2,5,4,5,3,5,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
793,27,992,3,4,3,4,4,3,4,4,4,5,4,3,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
801,29,1963,5,5,5,5,4,4,4,4,4,3,5,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
802,50,3548,2,2,2,2,5,4,4,5,5,5,5,4,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
804,33,731,2,1,1,4,3,1,2,3,4,4,4,5,4,3,0,0.0,0,1,0,1,1,0,1,0,0,1,0
807,49,2537,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
808,22,304,5,1,1,1,5,5,5,5,5,5,4,2,1,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
810,22,447,0,1,0,2,2,0,2,2,3,2,4,3,4,2,0,0.0,0,1,0,1,1,0,1,0,0,0,1
811,41,373,5,2,2,2,5,5,5,5,2,5,4,3,2,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
818,56,179,4,4,4,4,4,4,4,4,3,4,4,3,5,4,0,0.0,1,0,0,1,1,0,1,0,0,1,0
819,38,2318,1,0,0,3,5,3,3,2,2,0,1,4,2,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
822,25,495,4,5,4,4,3,4,3,3,3,3,3,4,3,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
823,47,528,2,2,2,2,5,5,4,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
827,39,1724,0,3,0,1,1,2,3,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
828,11,2378,2,4,2,1,3,2,3,3,4,2,4,5,1,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
832,40,733,1,2,1,3,3,1,3,3,4,5,3,4,2,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
834,38,271,1,1,1,3,5,1,5,5,4,4,3,3,4,5,0,0.0,0,1,0,1,1,0,1,0,0,1,0
835,66,2243,0,0,0,4,2,5,5,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
836,44,1788,3,3,3,3,3,3,4,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
839,55,1849,3,3,3,3,5,4,5,3,3,3,3,4,3,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
841,50,3455,0,5,0,4,2,5,5,4,4,4,4,3,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
843,41,502,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
849,23,1448,1,1,1,1,3,4,3,3,3,2,5,4,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
854,32,3066,4,4,4,4,5,5,5,5,5,4,5,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
855,70,315,5,5,5,5,1,5,4,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
856,14,377,3,5,3,2,1,3,1,1,4,5,4,5,4,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
857,56,1886,1,1,1,1,4,5,4,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
871,36,226,2,5,2,4,2,2,2,2,3,3,4,4,4,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
872,25,1947,3,4,5,5,3,2,3,3,3,3,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,1,0
874,49,1023,1,4,1,4,1,2,2,2,2,1,2,3,2,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
877,27,3534,5,5,5,5,4,4,4,4,4,4,5,5,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
878,27,589,2,0,2,2,3,2,3,3,4,2,2,3,5,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
883,37,145,3,5,5,5,4,3,4,3,3,3,3,4,3,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0
885,41,1182,3,5,3,4,2,3,2,2,5,3,5,5,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
888,43,372,4,0,4,3,4,4,4,4,4,4,4,3,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
892,46,954,2,2,2,2,2,2,2,2,5,4,2,2,4,2,0,0.0,0,1,1,0,1,0,0,1,0,0,1
893,39,399,4,2,2,2,4,4,4,4,4,3,1,5,2,4,0,0.0,1,0,1,0,1,0,0,1,0,0,1
894,58,2475,2,2,3,2,4,5,5,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
897,43,488,4,4,4,4,5,1,1,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
898,63,487,2,5,2,3,3,4,5,3,3,2,3,4,3,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
900,47,393,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
903,49,332,3,5,3,2,5,4,5,4,4,3,4,3,4,4,0,0.0,1,0,1,0,0,1,0,0,1,1,0
906,40,639,1,3,1,1,4,1,4,4,2,4,1,2,1,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
908,27,689,3,2,3,4,3,3,3,3,4,2,4,2,4,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
910,43,125,2,2,2,2,5,2,2,5,5,5,5,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
913,38,1947,5,5,5,5,3,5,5,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
921,29,1192,1,5,1,2,3,1,3,3,4,3,4,5,5,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
923,45,170,4,5,5,5,4,4,4,4,3,1,3,3,4,4,0,0.0,0,1,1,0,1,0,0,1,0,0,1
924,70,679,0,2,0,3,1,0,1,1,3,1,2,3,2,1,0,0.0,0,1,1,0,0,1,0,1,0,0,1
925,25,978,5,5,5,1,4,5,4,4,4,5,5,4,4,4,0,0.0,1,0,0,1,1,0,1,0,0,0,1
932,19,528,4,5,5,5,4,4,4,4,3,4,4,2,3,4,0,0.0,0,1,1,0,1,0,1,0,0,1,0
934,27,163,3,3,3,2,2,3,2,2,5,1,1,2,3,2,0,0.0,1,0,0,1,1,0,0,1,0,1,0
936,34,280,2,5,2,3,3,2,3,3,4,2,5,5,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
943,26,3434,0,4,0,5,1,1,1,1,4,2,4,4,2,1,0,0.0,0,1,1,0,1,0,1,0,0,0,1
944,56,1972,4,2,4,3,5,3,3,3,3,4,3,3,3,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
946,53,214,2,2,2,3,4,2,4,4,3,4,2,4,2,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
949,27,680,2,5,5,5,2,3,2,2,3,2,4,2,3,2,0,0.0,0,1,1,0,1,0,0,1,0,1,0
956,16,1056,5,3,3,3,5,4,5,5,5,3,5,2,5,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
959,29,488,1,5,1,3,2,1,2,2,4,4,4,3,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
964,52,257,5,2,5,2,3,3,4,5,5,5,5,4,5,2,0,0.0,1,0,1,0,1,0,0,0,1,0,1
968,26,895,1,2,2,3,2,2,4,2,2,5,5,2,5,2,0,0.0,1,0,0,1,1,0,0,1,0,1,0
971,45,2176,4,4,4,4,3,5,4,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
974,34,153,1,3,1,3,3,1,3,3,2,3,4,3,3,3,0,0.0,0,1,1,0,0,1,0,0,1,1,0
976,58,2342,5,5,5,5,5,3,4,5,5,5,5,4,5,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
979,21,185,0,5,0,5,3,0,3,3,5,4,4,4,5,3,0,0.0,1,0,0,1,1,0,1,0,0,0,1
985,17,160,1,5,1,4,1,1,2,1,3,4,4,3,4,1,0,0.0,0,1,1,0,0,1,1,0,0,1,0
987,59,590,3,3,3,3,3,3,3,3,2,4,2,2,2,3,0,0.0,0,1,1,0,1,0,0,0,1,1,0
988,24,391,3,5,3,2,3,3,3,3,5,2,5,2,5,3,0,0.0,1,0,0,1,1,0,0,0,1,1,0
990,29,737,4,2,2,2,4,4,4,4,3,2,1,4,2,4,0,0.0,1,0,1,0,1,0,0,0,1,0,1
993,60,1587,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
995,28,1091,2,2,2,2,4,4,4,4,5,2,2,2,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
999,50,1744,5,5,5,5,5,3,5,5,5,4,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1005,42,1086,4,4,5,4,5,4,4,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1006,21,594,1,5,1,2,3,1,3,3,4,4,4,4,4,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
1007,62,316,4,4,4,4,4,4,4,4,2,1,4,2,3,4,0,0.0,1,0,0,1,1,0,0,0,1,1,0
1008,42,899,3,5,5,5,3,1,3,3,3,3,3,5,3,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
1011,37,258,2,2,2,2,5,3,1,4,4,4,4,2,4,1,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1015,20,255,3,5,3,4,5,3,5,5,5,2,5,4,4,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1019,57,229,3,3,3,3,2,3,2,4,4,4,4,5,4,2,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1021,29,588,3,3,3,3,5,5,5,5,5,5,4,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1023,24,1138,4,4,4,4,5,4,4,5,3,2,4,4,5,5,0,0.0,0,1,0,1,1,0,1,0,0,0,1
1027,45,1968,5,5,5,5,4,5,4,3,3,3,3,5,3,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1031,42,135,4,0,4,4,5,4,5,2,2,4,2,3,2,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1038,46,289,3,4,3,3,3,3,3,3,5,4,4,4,4,3,0,0.0,0,1,1,0,0,1,0,0,1,1,0
1041,37,399,1,3,1,4,2,1,2,2,2,4,3,2,3,2,0,0.0,1,0,0,1,1,0,0,1,0,1,0
1042,54,315,1,5,1,2,3,4,5,2,2,1,2,4,2,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1043,49,427,4,4,5,1,2,4,5,3,3,5,3,5,3,3,0,0.0,1,0,1,0,0,1,0,0,1,1,0
1048,21,101,1,2,1,4,1,1,1,1,2,5,4,4,3,1,0,0.0,0,1,0,1,1,0,0,1,0,1,0
1050,39,1930,2,2,2,2,2,5,5,4,4,3,4,4,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1052,80,1064,4,3,4,4,4,5,2,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
1053,46,1235,5,5,5,5,3,4,5,3,3,3,3,5,3,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1055,25,569,3,2,3,2,3,3,3,3,4,1,3,4,3,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
1060,69,700,3,5,3,2,5,3,5,5,4,4,2,5,1,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
1066,47,2770,0,0,0,3,2,4,4,4,4,4,4,4,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1071,39,3467,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1073,19,192,2,4,0,4,1,0,1,1,3,3,4,5,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
1074,10,980,2,4,3,3,4,3,4,4,2,4,4,4,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
1079,28,2032,1,1,1,1,5,5,5,5,4,3,5,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1080,19,102,3,4,3,3,1,3,1,1,4,5,3,3,4,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
1081,35,723,3,4,4,5,1,4,1,1,3,3,4,3,4,1,0,0.0,1,0,0,1,1,0,1,0,0,1,0
1084,59,280,2,4,2,3,3,4,5,2,2,2,2,3,2,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1088,19,236,3,4,3,3,2,3,2,2,2,2,4,3,4,2,0,0.0,0,1,0,1,1,0,1,0,0,1,0
1090,43,1444,4,4,4,4,4,4,4,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1094,8,1258,4,5,4,3,3,4,3,3,3,3,3,3,5,3,0,0.0,0,1,1,0,0,1,0,1,0,0,1
1095,20,473,4,2,4,3,3,4,3,3,2,2,3,4,4,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
1096,17,473,4,5,4,3,4,4,4,4,3,5,5,4,3,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1099,45,2133,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1102,22,933,3,5,3,4,3,3,3,3,3,4,5,5,5,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
1103,57,177,5,2,4,4,5,5,5,5,4,4,5,4,4,5,0,0.0,0,1,1,0,1,0,0,1,0,0,1
1104,46,306,4,3,3,3,5,3,3,4,4,4,4,2,4,4,0,0.0,1,0,1,0,1,0,1,0,0,1,0
1105,13,304,4,4,4,3,1,4,1,1,4,3,4,5,4,1,0,0.0,1,0,1,0,0,1,1,0,0,1,0
1107,59,361,4,4,4,4,4,5,4,5,5,5,5,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1108,20,1620,3,2,3,3,2,3,5,2,3,3,4,4,3,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1111,14,391,1,1,1,3,3,1,3,3,4,2,4,4,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1117,28,2342,3,3,3,4,3,3,3,3,3,5,5,4,4,3,0,0.0,0,1,0,1,1,0,1,0,0,1,0
1122,42,460,3,3,3,2,5,3,5,5,3,3,5,4,5,5,0,0.0,1,0,0,1,1,0,1,0,0,1,0
1123,18,1351,5,5,5,5,4,5,4,4,3,4,5,3,5,4,0,0.0,1,0,0,1,1,0,0,1,0,0,1
1126,47,1956,2,4,2,1,4,5,4,3,3,2,3,3,3,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1127,40,3523,4,2,2,2,2,3,3,4,4,4,4,3,4,4,0,0.0,0,1,1,0,1,0,1,0,0,1,0
1130,26,594,0,0,0,5,2,0,1,2,5,3,4,4,5,2,0,0.0,0,1,0,1,1,0,1,0,0,0,1
1131,24,1893,2,2,2,2,5,5,5,5,5,1,4,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1132,51,2131,4,4,4,4,5,5,3,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1134,54,1846,5,5,5,5,2,4,5,3,3,3,3,5,3,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1135,46,474,3,2,2,2,4,4,4,3,3,3,3,4,3,2,0,0.0,0,1,1,0,1,0,1,0,0,1,0
1138,59,246,4,5,4,3,5,4,5,5,3,3,3,3,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
1142,47,2486,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1145,55,1682,4,4,4,4,3,4,4,3,3,4,5,4,3,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1150,44,316,1,1,1,1,5,5,4,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1154,31,2908,2,2,2,2,4,4,4,4,4,3,5,4,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1158,18,919,2,2,2,3,4,2,4,4,5,4,4,4,4,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
1159,22,1389,2,2,2,4,5,2,5,5,3,5,5,4,5,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
1161,62,632,4,4,4,2,2,4,5,2,2,4,2,3,2,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1167,31,1549,2,2,2,2,4,4,4,4,5,2,5,3,2,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1169,31,3331,1,1,1,1,5,5,5,5,4,1,2,2,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1170,30,759,1,1,1,1,4,1,4,4,5,2,4,2,1,4,0,0.0,0,1,0,1,1,0,0,1,0,1,0
1171,19,950,2,2,2,4,2,2,2,2,5,5,4,2,5,2,0,0.0,1,0,0,1,1,0,0,1,0,1,0
1172,44,501,4,2,4,4,4,4,4,2,2,4,2,2,2,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1176,44,692,5,2,2,2,5,5,5,5,4,2,2,2,3,5,0,0.0,0,1,1,0,1,0,0,1,0,0,1
1177,37,948,2,1,2,3,5,2,5,5,2,4,3,3,3,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1185,46,255,0,0,0,3,4,4,5,3,3,2,2,5,3,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1189,69,177,4,5,4,3,4,4,5,2,2,4,2,3,2,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1190,65,328,4,3,4,3,4,4,4,4,2,1,5,2,4,4,0,0.0,1,0,0,1,1,0,0,1,0,0,1
1191,22,1390,1,4,2,2,1,2,1,1,4,2,1,3,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1194,49,160,4,1,1,1,4,4,2,3,3,4,3,2,3,2,0,0.0,1,0,1,0,1,0,0,1,0,0,1
1195,23,533,2,5,2,3,5,2,5,5,4,5,5,5,5,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
1202,27,2036,2,4,2,1,3,2,3,3,5,5,5,5,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1205,24,532,2,0,2,4,3,2,4,3,4,2,5,4,4,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
1206,44,337,0,0,0,2,3,4,4,5,5,5,5,4,5,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1209,33,337,1,1,1,1,5,5,5,5,2,3,1,5,1,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
1211,39,1721,4,4,4,4,4,4,4,4,4,3,3,2,1,4,0,0.0,1,0,1,0,1,0,0,0,1,0,1
1215,39,1123,5,5,5,5,5,4,5,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
1216,9,687,2,5,2,3,5,2,5,5,4,5,4,4,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
1220,29,546,0,2,0,4,5,0,5,5,3,2,4,4,4,5,0,0.0,0,1,1,0,0,1,0,1,0,0,1
